language,name,length,label
English,Jeffs,5,0
English,Jems,4,0
English,Jenas,5,0
English,Jenkin,6,0
English,Jenkins,7,0
English,Jenks,5,0
English,Jenkyns,7,0
English,Jenner,6,0
English,Jennson,7,0
English,Jensen,6,0
English,Jepson,6,0
English,Jermy,5,0
English,Jerome,6,0
English,Jerry,5,0
English,Jervis,6,0
English,Jesson,6,0
English,Jessop,6,0
English,Jevons,6,0
English,Jewell,6,0
English,Jewers,6,0
English,Jewett,6,0
English,Jewitt,6,0
English,Jewkes,6,0
English,Jewson,6,0
English,Jiggens,7,0
English,Jobson,6,0
English,John,4,0
English,Johns,5,0
English,Johnson,7,0
English,Jolley,6,0
English,Jolly,5,0
English,Jonas,5,0
English,Jones,5,0
English,Jonhson,7,0
English,Jopson,6,0
English,Jordan,6,0
English,Jordon,6,0
English,Joseph,6,0
English,Joss,4,0
English,Jourdan,7,0
English,Jowett,6,0
English,Jowitt,6,0
English,Joyce,5,0
English,Joynson,7,0
English,Jubb,4,0
English,Judd,4,0
English,Judge,5,0
English,Jukes,5,0
English,Jupp,4,0
English,Jury,4,0
English,Kacy,4,0
English,Kaddour,7,0
English,Kamara,6,0
English,Kane,4,0
English,Kanes,5,0
English,Kapoor,6,0
English,Karim,5,0
English,Karne,5,0
English,Karras,6,0
English,Kassell,7,0
English,Kaufman,7,0
English,Kaul,4,0
English,Kaur,4,0
English,Kay,3,0
English,Kaye,4,0
English,Kayes,5,0
English,Keable,6,0
English,Keal,4,0
English,Kealey,6,0
English,Keane,5,0
English,Kearney,7,0
English,Kearns,6,0
English,Kearton,7,0
English,Keating,7,0
English,Keay,4,0
English,Keeble,6,0
English,Keefe,5,0
English,Keegan,6,0
English,Keelan,6,0
English,Keeler,6,0
English,Keeley,6,0
English,Keeling,7,0
English,Keenan,6,0
English,Keene,5,0
English,Keetley,7,0
English,Keffler,7,0
English,Kehoe,5,0
English,Keight,6,0
English,Keilty,6,0
English,Keir,4,0
English,Keith,5,0
English,Kelk,4,0
English,Kell,4,0
English,Kelland,7,0
English,Kellems,7,0
English,Kellie,6,0
English,Kelly,5,0
English,Kelsall,7,0
English,Kelsey,6,0
English,Kelso,5,0
English,Kemp,4,0
English,Kempson,7,0
English,Kendall,7,0
English,Kendell,7,0
English,Kenley,6,0
English,Kennard,7,0
English,Kennedy,7,0
English,Kennell,7,0
English,Kenneth,7,0
English,Kennett,7,0
English,Kenney,6,0
English,Kenning,7,0
English,Kenny,5,0
English,Kenrick,7,0
English,Kent,4,0
English,Kenward,7,0
English,Kenyon,6,0
English,Keogh,5,0
English,Kerby,5,0
English,Kernick,7,0
English,Kerr,4,0
English,Kerrell,7,0
English,Kershaw,7,0
English,Ketley,6,0
English,Kett,4,0
English,Kettell,7,0
English,Keward,6,0
English,Kewley,6,0
English,Keys,4,0
English,Keyte,5,0
English,Keywood,7,0
English,Khalid,6,0
English,Khalifa,7,0
English,Khalil,6,0
English,Khan,4,0
English,Kidd,4,0
English,Kiddle,6,0
English,Kidman,6,0
English,Kidner,6,0
English,Kiely,5,0
English,Kiernan,7,0
English,Kilb,4,0
English,Kilbee,6,0
English,Kilbey,6,0
English,Kilburn,7,0
English,Kilford,7,0
English,Kill,4,0
English,Killeen,7,0
English,Killen,6,0
English,Killick,7,0
English,Killock,7,0
English,Kilnan,6,0
English,Kilner,6,0
English,Kilroy,6,0
English,Kilshaw,7,0
English,Kimber,6,0
English,Kimble,6,0
English,Kinch,5,0
English,Kinchin,7,0
English,Kinder,6,0
English,King,4,0
English,Kingdon,7,0
English,Kingman,7,0
English,Kings,5,0
English,Kinnear,7,0
English,Kinrade,7,0
English,Kinsey,6,0
English,Kinsley,7,0
English,Kipling,7,0
English,Kirby,5,0
English,Kirk,4,0
English,Kirkby,6,0
English,Kirkman,7,0
English,Kirtley,7,0
English,Kirwan,6,0
English,Kirwin,6,0
English,Kitchen,7,0
English,Kitchin,7,0
English,Kitson,6,0
English,Kitt,4,0
English,Klam,4,0
English,Klein,5,0
English,Knab,4,0
English,Knibb,5,0
English,Knigge,6,0
English,Knight,6,0
English,Knights,7,0
English,Knott,5,0
English,Knowler,7,0
English,Knowles,7,0
English,Knox,4,0
English,Knutt,5,0
English,Koban,5,0
English,Kolt,4,0
English,Kone,4,0
English,Kore,4,0
English,Kouma,5,0
English,Kram,4,0
English,Kruger,6,0
English,Kumar,5,0
English,Kurian,6,0
English,Kurray,6,0
English,Kydd,4,0
English,Kyle,4,0
English,Kysel,5,0
English,Labbe,5,0
English,Lacey,5,0
English,Lacy,4,0
English,Laing,5,0
English,Laird,5,0
English,Lake,4,0
English,Lakey,5,0
English,Lakin,5,0
English,Lamb,4,0
English,Lambert,7,0
English,Lambton,7,0
English,Lame,4,0
English,Lamond,6,0
English,Lander,6,0
English,Lane,4,0
English,Lang,4,0
English,Langdon,7,0
English,Lange,5,0
English,Langley,7,0
English,Langton,7,0
English,Lanham,6,0
English,Laraway,7,0
English,Large,5,0
English,Larkin,6,0
English,Larsen,6,0
English,Larsson,7,0
English,Last,4,0
English,Latham,6,0
English,Lathan,6,0
English,Lathey,6,0
English,Laurie,6,0
English,Laver,5,0
English,Lavery,6,0
English,Lawal,5,0
English,Lawler,6,0
English,Lawlor,6,0
English,Lawn,4,0
English,Lawrie,6,0
English,Laws,4,0
English,Lawson,6,0
English,Lawther,7,0
English,Lawton,6,0
English,Laycock,7,0
English,Layton,6,0
English,Leach,5,0
English,Leadley,7,0
English,Leahy,5,0
English,Leake,5,0
English,Leal,4,0
English,Leary,5,0
English,Leaver,6,0
English,Leck,4,0
English,Leckie,6,0
English,Ledger,6,0
English,Lee,3,0
English,Leech,5,0
English,Leedham,7,0
English,Leek,4,0
English,Leeming,7,0
English,Lees,4,0
English,Leese,5,0
English,Leeson,6,0
English,Legg,4,0
English,Legge,5,0
English,Leggett,7,0
English,Leigh,5,0
English,Leitch,6,0
English,Leith,5,0
English,Lendon,6,0
English,Lenihan,7,0
English,Lennard,7,0
English,Lennon,6,0
English,Lennox,6,0
English,Leonard,7,0
English,Leroy,5,0
English,Leslie,6,0
English,Lester,6,0
English,Levann,6,0
English,Levett,6,0
English,Levin,5,0
English,Levine,6,0
English,Levy,4,0
English,Lewin,5,0
English,Lewins,6,0
English,Lewis,5,0
English,Lewry,5,0
English,Leyland,7,0
English,Leys,4,0
English,Leyshon,7,0
English,Liddell,7,0
English,Liddle,6,0
English,Lilley,6,0
English,Lilly,5,0
English,Lilwall,7,0
English,Lincoln,7,0
English,Lind,4,0
English,Linden,6,0
English,Lindo,5,0
English,Lindop,6,0
English,Lindsay,7,0
English,Line,4,0
English,Lines,5,0
English,Linford,7,0
English,Ling,4,0
English,Linley,6,0
English,Linsby,6,0
English,Linton,6,0
English,Lister,6,0
English,Little,6,0
English,Lloyd,5,0
English,Loat,4,0
English,Lobb,4,0
English,Lock,4,0
English,Locke,5,0
English,Lockett,7,0
English,Lockie,6,0
English,Lockyer,7,0
English,Lodge,5,0
English,Loft,4,0
English,Loftus,6,0
English,Logan,5,0
English,Lohan,5,0
English,Lois,4,0
English,Lomas,5,0
English,Lomax,5,0
English,London,6,0
English,Long,4,0
English,Longley,7,0
English,Lopes,5,0
English,Lopez,5,0
English,Lord,4,0
English,Loudon,6,0
English,Louth,5,0
English,Lovatt,6,0
English,Love,4,0
English,Lovell,6,0
English,Lovett,6,0
English,Lovey,5,0
English,Lowdon,6,0
English,Lowe,4,0
English,Lowes,5,0
English,Lowis,5,0
English,Lowndes,7,0
English,Lowrie,6,0
English,Lowry,5,0
English,Lucas,5,0
English,Luce,4,0
English,Lucey,5,0
English,Ludkin,6,0
English,Ludlow,6,0
English,Luke,4,0
English,Luker,5,0
English,Lumb,4,0
English,Lumley,6,0
English,Lumsden,7,0
English,Lunn,4,0
English,Lunt,4,0
English,Luxton,6,0
English,Lyall,5,0
English,Lyes,4,0
English,Lyme,4,0
English,Lynas,5,0
English,Lynch,5,0
English,Lynes,5,0
English,Lynn,4,0
English,Lyon,4,0
English,Lyons,5,0
English,Mac,3,0
English,Mace,4,0
English,Machin,6,0
English,Mack,4,0
English,Mackay,6,0
English,Mackie,6,0
English,Maclean,7,0
English,Macleod,7,0
English,Macrae,6,0
English,Madden,6,0
English,Magee,5,0
English,Maguire,7,0
English,Maher,5,0
English,Mahoney,7,0
English,Main,4,0
English,Mair,4,0
English,Major,5,0
English,Makin,5,0
English,Malley,6,0
English,Malone,6,0
English,Maloney,7,0
English,Mann,4,0
English,Manning,7,0
English,Mansell,7,0
English,Manson,6,0
English,Markham,7,0
English,Marks,5,0
English,Marlow,6,0
English,Marr,4,0
English,Marsden,7,0
English,Marsh,5,0
English,Martin,6,0
English,Martins,7,0
English,Mason,5,0
English,Masters,7,0
English,Mather,6,0
English,Mathers,7,0
English,Mathews,7,0
English,Maughan,7,0
English,Mawson,6,0
English,Maxwell,7,0
English,May,3,0
English,Maynard,7,0
English,Mcauley,7,0
English,Mcavoy,6,0
English,Mcbain,6,0
English,Mccabe,6,0
English,Mccall,6,0
English,Mccann,6,0
English,Mccourt,7,0
English,Mcelroy,7,0
English,Mcewan,6,0
English,Mcgee,5,0
English,Mcghee,6,0
English,Mcgill,6,0
English,Mcginty,7,0
English,Mcgowan,7,0
English,Mcgrady,7,0
English,Mcgrath,7,0
English,Mcgrory,7,0
English,Mcguire,7,0
English,Mckay,5,0
English,Mckee,5,0
English,Mckenna,7,0
English,Mckeown,7,0
English,Mckie,5,0
English,Mclaren,7,0
English,Mclean,6,0
English,Mcleod,6,0
English,Mcmahon,7,0
English,Mcmanus,7,0
English,Mcnally,7,0
English,Mcneil,6,0
English,Mcneill,7,0
English,Mcnulty,7,0
English,Mcphail,7,0
English,Mcphee,6,0
English,Mcrae,5,0
English,Mcshane,7,0
English,Meadows,7,0
English,Meakin,6,0
English,Mears,5,0
English,Melia,5,0
English,Mellor,6,0
English,Merritt,7,0
English,Metcalf,7,0
English,Michael,7,0
English,Michel,6,0
English,Miles,5,0
English,Milford,7,0
English,Mill,4,0
English,Millar,6,0
English,Millard,7,0
English,Miller,6,0
English,Millett,7,0
English,Mills,5,0
English,Milne,5,0
English,Milner,6,0
English,Milward,7,0
English,Mistry,6,0
English,Moffat,6,0
English,Mohamed,7,0
English,Molloy,6,0
English,Moody,5,0
English,Moon,4,0
English,Mooney,6,0
English,Moore,5,0
English,Moran,5,0
English,More,4,0
English,Moreno,6,0
English,Moreton,7,0
English,Morgan,6,0
English,Morley,6,0
English,Moroney,7,0
English,Morris,6,0
English,Morrow,6,0
English,Morton,6,0
English,Moseley,7,0
English,Moss,4,0
English,Mottram,7,0
English,Mould,5,0
English,Muir,4,0
English,Mullen,6,0
English,Mullins,7,0
English,Mundy,5,0
English,Munro,5,0
English,Murphy,6,0
English,Murray,6,0
English,Murrell,7,0
English,Mustafa,7,0
English,Myatt,5,0
English,Myers,5,0
English,Nair,4,0
English,Nairn,5,0
English,Nandi,5,0
English,Nanson,6,0
English,Nanton,6,0
English,Napier,6,0
English,Napper,6,0
English,Nartey,6,0
English,Nash,4,0
English,Nason,5,0
English,Naumann,7,0
English,Nayler,6,0
English,Naylor,6,0
English,Neal,4,0
English,Neale,5,0
English,Neary,5,0
English,Neave,5,0
English,Nedd,4,0
English,Needham,7,0
English,Neeson,6,0
English,Negros,6,0
English,Neill,5,0
English,Neilsen,7,0
English,Neilson,7,0
English,Neish,5,0
English,Nelmes,6,0
English,Nelms,5,0
English,Nelson,6,0
English,Nemeth,6,0
English,Nero,4,0
English,Nesbitt,7,0
English,Ness,4,0
English,Neville,7,0
English,Nevins,6,0
English,Nevis,5,0
English,Newall,6,0
English,Newbold,7,0
English,Newbury,7,0
English,Newby,5,0
English,Newell,6,0
English,Newey,5,0
English,Newham,6,0
English,Newill,6,0
English,Newland,7,0
English,Newman,6,0
English,Newsham,7,0
English,Newsome,7,0
English,Newson,6,0
English,Newton,6,0
English,Neyland,7,0
English,Nichol,6,0
English,Nicholl,7,0
English,Nichols,7,0
English,Nickel,6,0
English,Nicks,5,0
English,Nicol,5,0
English,Nicolas,7,0
English,Nicoll,6,0
English,Nield,5,0
English,Nielsen,7,0
English,Nielson,7,0
English,Niles,5,0
English,Nilsen,6,0
English,Nineham,7,0
English,Nisbet,6,0
English,Nixon,5,0
English,Noach,5,0
English,Noakes,6,0
English,Nobbs,5,0
English,Noble,5,0
English,Noggins,7,0
English,Nokes,5,0
English,Nolan,5,0
English,Nood,4,0
English,Noon,4,0
English,Noonan,6,0
English,Norbert,7,0
English,Norburn,7,0
English,Norbury,7,0
English,Nord,4,0
English,Norgate,7,0
English,Norm,4,0
English,Norman,6,0
English,Norris,6,0
English,North,5,0
English,Norton,6,0
English,Norwood,7,0
English,Notman,6,0
English,Nott,4,0
English,Nourse,6,0
English,Nova,4,0
English,Nowak,5,0
English,Nowell,6,0
English,Noyce,5,0
English,Noyes,5,0
English,Nugent,6,0
English,Number,6,0
English,Nunn,4,0
English,Nurse,5,0
English,Nurton,6,0
English,Nutella,7,0
English,Nutman,6,0
English,Nutt,4,0
English,Nuttall,7,0
English,Oakes,5,0
English,Oakey,5,0
English,Oakley,6,0
English,Oaks,4,0
English,Oakton,6,0
English,Oates,5,0
English,Oatway,6,0
English,Obrien,6,0
English,Oconnor,7,0
English,Odam,4,0
English,Oddie,5,0
English,Oddy,4,0
English,Odea,4,0
English,Odell,5,0
English,Odling,6,0
English,Oflynn,6,0
English,Ogden,5,0
English,Ogilvie,7,0
English,Ogilvy,6,0
English,Ogrady,6,0
English,Ohara,5,0
English,Okeefe,6,0
English,Okey,4,0
English,Okten,5,0
English,Olan,4,0
English,Oldham,6,0
English,Olding,6,0
English,Oldland,7,0
English,Oldroyd,7,0
English,Olds,4,0
English,Oleary,6,0
English,Oliver,6,0
English,Olivier,7,0
English,Olley,5,0
English,Olsen,5,0
English,Olson,5,0
English,Omalley,7,0
English,Oman,4,0
English,Oneil,5,0
English,Oneill,6,0
English,Opayne,6,0
English,Oram,4,0
English,Orbell,6,0
English,Orchard,7,0
English,Oreilly,7,0
English,Oriley,6,0
English,Orman,5,0
English,Orme,4,0
English,Ormond,6,0
English,Ormsby,6,0
English,Ormston,7,0
English,Orrell,6,0
English,Orritt,6,0
English,Orton,5,0
English,Orvis,5,0
English,Orwin,5,0
English,Osborn,6,0
English,Osborne,7,0
English,Osman,5,0
English,Osmond,6,0
English,Ostler,6,0
English,Oswald,6,0
English,Otoole,6,0
English,Otten,5,0
English,Otter,5,0
English,Ottey,5,0
English,Ottley,6,0
English,Otton,5,0
English,Ould,4,0
English,Oulton,6,0
English,Overall,7,0
English,Overett,7,0
English,Overing,7,0
English,Overson,7,0
English,Overton,7,0
English,Owen,4,0
English,Owens,5,0
English,Owings,6,0
English,Oxby,4,0
English,Oxenham,7,0
English,Oxley,5,0
English,Oxtoby,6,0
English,Pack,4,0
English,Packard,7,0
English,Packer,6,0
English,Pagan,5,0
English,Page,4,0
English,Paige,5,0
English,Pailing,7,0
English,Paine,5,0
English,Painter,7,0
English,Paisley,7,0
English,Palfrey,7,0
English,Palin,5,0
English,Pallett,7,0
English,Palmer,6,0
English,Panesar,7,0
English,Pannell,7,0
English,Parish,6,0
English,Park,4,0
English,Parker,6,0
English,Parkes,6,0
English,Parkin,6,0
English,Parkins,7,0
English,Parks,5,0
English,Parmar,6,0
English,Parnaby,7,0
English,Parnell,7,0
English,Parr,4,0
English,Parratt,7,0
English,Parrott,7,0
English,Parry,5,0
English,Parsons,7,0
English,Pascoe,6,0
English,Paskell,7,0
English,Patel,5,0
English,Pateman,7,0
English,Paton,5,0
English,Patrick,7,0
English,Patten,6,0
English,Patton,6,0
English,Paul,4,0
English,Pavot,5,0
English,Pawson,6,0
English,Payne,5,0
English,Peace,5,0
English,Peach,5,0
English,Peacock,7,0
English,Peake,5,0
English,Peal,4,0
English,Peaper,6,0
English,Pearce,6,0
English,Pears,5,0
English,Pearson,7,0
English,Peat,4,0
English,Peck,4,0
English,Pedley,6,0
English,Peebles,7,0
English,Peel,4,0
English,Peers,5,0
English,Pegg,4,0
English,Peigne,6,0
English,Pell,4,0
English,Pelling,7,0
English,Pender,6,0
English,Penfold,7,0
English,Penn,4,0
English,Pennell,7,0
English,Penney,6,0
English,Pereira,7,0
English,Perez,5,0
English,Perkin,6,0
English,Perkins,7,0
English,Perks,5,0
English,Perowne,7,0
English,Perrett,7,0
English,Perrin,6,0
English,Perrins,7,0
English,Perry,5,0
English,Peters,6,0
English,Petrova,7,0
English,Pett,4,0
English,Peyton,6,0
English,Phelan,6,0
English,Phelps,6,0
English,Philip,6,0
English,Philips,7,0
English,Phipps,6,0
English,Phoenix,7,0
English,Pick,4,0
English,Pickard,7,0
English,Pickett,7,0
English,Picot,5,0
English,Pierce,6,0
English,Piercey,7,0
English,Pierre,6,0
English,Pigott,6,0
English,Pike,4,0
English,Pillay,6,0
English,Pinder,6,0
English,Pine,4,0
English,Pinkney,7,0
English,Pinner,6,0
English,Pinnock,7,0
English,Pipe,4,0
English,Piper,5,0
English,Pitcher,7,0
English,Pitt,4,0
English,Pitts,5,0
English,Plant,5,0
English,Plastow,7,0
English,Platt,5,0
English,Platts,6,0
English,Pledger,7,0
English,Plouvin,7,0
English,Plumb,5,0
English,Plummer,7,0
English,Pocock,6,0
English,Pointer,7,0
English,Pole,4,0
English,Pollard,7,0
English,Pollock,7,0
English,Polson,6,0
English,Pomeroy,7,0
English,Pond,4,0
English,Pooke,5,0
English,Poole,5,0
English,Poon,4,0
English,Pope,4,0
English,Porter,6,0
English,Potter,6,0
English,Potts,5,0
English,Poulter,7,0
English,Poulton,7,0
English,Pounder,7,0
English,Povey,5,0
English,Powell,6,0
English,Power,5,0
English,Powers,6,0
English,Powis,5,0
English,Powles,6,0
English,Poyser,6,0
English,Pratt,5,0
English,Preece,6,0
English,Preston,7,0
English,Prevost,7,0
English,Price,5,0
English,Prime,5,0
English,Prince,6,0
English,Pringle,7,0
English,Prior,5,0
English,Privett,7,0
English,Probert,7,0
English,Procter,7,0
English,Proctor,7,0
English,Prosser,7,0
English,Provan,6,0
English,Pryor,5,0
English,Pugh,4,0
English,Pullen,6,0
English,Purcell,7,0
English,Purkis,6,0
English,Purnell,7,0
English,Purse,5,0
English,Purvis,6,0
English,Putt,4,0
English,Pyle,4,0
English,Quigley,7,0
English,Quinn,5,0
English,Quinton,7,0
English,Quirk,5,0
English,Quirke,6,0
English,Rackham,7,0
English,Radford,7,0
English,Radley,6,0
English,Raeburn,7,0
English,Rahman,6,0
English,Raine,5,0
English,Rainey,6,0
English,Ralph,5,0
English,Ralston,7,0
English,Ramm,4,0
English,Ramsay,6,0
English,Ramsden,7,0
English,Ramsey,6,0
English,Rand,4,0
English,Randall,7,0
English,Randle,6,0
English,Ranger,6,0
English,Rankin,6,0
English,Ranks,5,0
English,Rann,4,0
English,Ransom,6,0
English,Ranson,6,0
English,Rapson,6,0
English,Rashid,6,0
English,Raval,5,0
English,Raven,5,0
English,Raymond,7,0
English,Rayner,6,0
English,Read,4,0
English,Reade,5,0
English,Reader,6,0
English,Reading,7,0
English,Readle,6,0
English,Readman,7,0
English,Reardon,7,0
English,Reay,4,0
English,Redden,6,0
English,Redding,7,0
English,Reddy,5,0
English,Redfern,7,0
English,Redhead,7,0
English,Redin,5,0
English,Redman,6,0
English,Redmond,7,0
English,Redwood,7,0
English,Reed,4,0
English,Rees,4,0
English,Reese,5,0
English,Reeve,5,0
English,Reeves,6,0
English,Regan,5,0
English,Regent,6,0
English,Rehman,6,0
English,Reid,4,0
English,Reilly,6,0
English,Reisser,7,0
English,Render,6,0
English,Renna,5,0
English,Rennie,6,0
English,Renshaw,7,0
English,Renwick,7,0
English,Reveley,7,0
English,Reyes,5,0
English,Reygan,6,0
English,Rhoades,7,0
English,Rhodes,6,0
English,Rhys,4,0
English,Ricci,5,0
English,Rice,4,0
English,Rich,4,0
English,Riches,6,0
English,Richman,7,0
English,Richter,7,0
English,Rick,4,0
English,Rickard,7,0
English,Rickett,7,0
English,Riddell,7,0
English,Riddle,6,0
English,Riddler,7,0
English,Ridge,5,0
English,Ridgway,7,0
English,Ridle,5,0
English,Ridley,6,0
English,Rigby,5,0
English,Rigg,4,0
English,Rigley,6,0
English,Riley,5,0
English,Ring,4,0
English,Ripley,6,0
English,Rippin,6,0
English,Ritchie,7,0
English,Rivers,6,0
English,Rixon,5,0
English,Roach,5,0
English,Robb,4,0
English,Robbins,7,0
English,Robe,4,0
English,Robert,6,0
English,Roberts,7,0
English,Robin,5,0
English,Robins,6,0
English,Robson,6,0
English,Roche,5,0
English,Rodden,6,0
English,Roden,5,0
English,Rodger,6,0
English,Rodgers,7,0
English,Rodham,6,0
English,Rodwell,7,0
English,Roebuck,7,0
English,Roff,4,0
English,Roffey,6,0
English,Rogan,5,0
English,Rogers,6,0
English,Roles,5,0
English,Rolfe,5,0
English,Roman,5,0
English,Romans,6,0
English,Ronald,6,0
English,Rook,4,0
English,Rooke,5,0
English,Roome,5,0
English,Rooney,6,0
English,Rootham,7,0
English,Roper,5,0
English,Ropple,6,0
English,Roscoe,6,0
English,Rose,4,0
English,Ross,4,0
English,Rosser,6,0
English,Rossi,5,0
English,Rosso,5,0
English,Roth,4,0
English,Rothery,7,0
English,Rouse,5,0
English,Roussel,7,0
English,Rousset,7,0
English,Rowan,5,0
English,Rowe,4,0
English,Rowland,7,0
English,Rowley,6,0
English,Rowson,6,0
English,Royall,6,0
English,Royle,5,0
English,Rudd,4,0
English,Ruff,4,0
English,Rugg,4,0
English,Rumbold,7,0
English,Rumsey,6,0
English,Ruscoe,6,0
English,Rush,4,0
English,Rushby,6,0
English,Rushton,7,0
English,Russel,6,0
English,Russell,7,0
English,Russon,6,0
English,Rust,4,0
English,Rutter,6,0
English,Ryan,4,0
English,Ryans,5,0
English,Rycroft,7,0
English,Ryder,5,0
English,Sadiq,5,0
English,Sadler,6,0
English,Said,4,0
English,Saleh,5,0
English,Sallis,6,0
English,Salmon,6,0
English,Salt,4,0
English,Salter,6,0
English,Sampson,7,0
English,Samuel,6,0
English,Samuels,7,0
English,Sanchez,7,0
English,Sanders,7,0
English,Sands,5,0
English,Santos,6,0
English,Sargent,7,0
English,Savage,6,0
English,Saville,7,0
English,Sawyer,6,0
English,Saxton,6,0
English,Sayers,6,0
English,Schmid,6,0
English,Schmidt,7,0
English,Scott,5,0
English,Searle,6,0
English,Seddon,6,0
English,Seer,4,0
English,Selby,5,0
English,Sellars,7,0
English,Sellers,7,0
English,Senior,6,0
English,Sewell,6,0
English,Sexton,6,0
English,Seymour,7,0
English,Shah,4,0
English,Shand,5,0
English,Shanks,6,0
English,Shannon,7,0
English,Sharkey,7,0
English,Sharma,6,0
English,Sharp,5,0
English,Sharpe,6,0
English,Shaw,4,0
English,Shea,4,0
English,Shearer,7,0
English,Sheehan,7,0
English,Sheldon,7,0
English,Shelton,7,0
English,Sherman,7,0
English,Sherry,6,0
English,Shields,7,0
English,Shipley,7,0
English,Short,5,0
English,Shotton,7,0
English,Showell,7,0
English,Silcock,7,0
English,Silva,5,0
English,Simmons,7,0
English,Simms,5,0
English,Simon,5,0
English,Simons,6,0
English,Simpson,7,0
English,Sims,4,0
English,Singh,5,0
English,Sinha,5,0
English,Sisson,6,0
English,Sissons,7,0
English,Skelly,6,0
English,Skelton,7,0
English,Skinner,7,0
English,Skipper,7,0
English,Slade,5,0
English,Slater,6,0
English,Sloan,5,0
English,Small,5,0
English,Smart,5,0
English,Smit,4,0
English,Smith,5,0
English,Smullen,7,0
English,Smyth,5,0
English,Smythe,6,0
English,Sneddon,7,0
English,Snell,5,0
English,Snow,4,0
English,Snowden,7,0
English,Snowdon,7,0
English,South,5,0
English,Sparkes,7,0
English,Sparrow,7,0
English,Spears,6,0
English,Speed,5,0
English,Speight,7,0
English,Spence,6,0
English,Spencer,7,0
English,Spicer,6,0
English,Spiller,7,0
English,Spinks,6,0
English,Spooner,7,0
English,Squire,6,0
English,Squires,7,0
English,Stacey,6,0
English,Stack,5,0
English,Staff,5,0
English,Stamp,5,0
English,Stanley,7,0
English,Stanton,7,0
English,Stark,5,0
English,Stedman,7,0
English,Steel,5,0
English,Steele,6,0
English,Steer,5,0
English,Steere,6,0
English,Stephen,7,0
English,Stevens,7,0
English,Steward,7,0
English,Stewart,7,0
English,Stock,5,0
English,Stocker,7,0
English,Stokes,6,0
English,Stokoe,6,0
English,Stone,5,0
English,Storer,6,0
English,Storey,6,0
English,Storr,5,0
English,Stott,5,0
English,Stout,5,0
English,Strange,7,0
English,Street,6,0
English,Strong,6,0
English,Stroud,6,0
English,Stuart,6,0
English,Stubbs,6,0
English,Stuckey,7,0
English,Styles,6,0
English,Sugden,6,0
English,Summers,7,0
English,Sumner,6,0
English,Sutton,6,0
English,Swain,5,0
English,Swales,6,0
English,Swan,4,0
English,Swann,5,0
English,Swanson,7,0
English,Sweeney,7,0
English,Swift,5,0
English,Sykes,5,0
English,Symes,5,0
English,Symonds,7,0
English,Taggart,7,0
English,Tailor,6,0
English,Tait,4,0
English,Talbot,6,0
English,Tallett,7,0
English,Tamber,6,0
English,Tang,4,0
English,Tanner,6,0
English,Tansey,6,0
English,Tansley,7,0
English,Tappin,6,0
English,Tapping,7,0
English,Tarr,4,0
English,Tarrant,7,0
English,Tasker,6,0
English,Tate,4,0
English,Tatlock,7,0
English,Tatlow,6,0
English,Tatnell,7,0
English,Taurel,6,0
English,Tayler,6,0
English,Taylor,6,0
English,Teague,6,0
English,Teal,4,0
English,Teale,5,0
English,Tedd,4,0
English,Telford,7,0
English,Tell,4,0
English,Tellis,6,0
English,Tempest,7,0
English,Templar,7,0
English,Temple,6,0
English,Tennant,7,0
English,Terry,5,0
English,Thake,5,0
English,Thom,4,0
English,Thomas,6,0
English,Thoms,5,0
English,Thomson,7,0
English,Thonon,6,0
English,Thorley,7,0
English,Thorne,6,0
English,Thornes,7,0
English,Thorp,5,0
English,Thorpe,6,0
English,Thurbon,7,0
English,Thurlow,7,0
English,Thurman,7,0
English,Tickner,7,0
English,Tierney,7,0
English,Till,4,0
English,Tillett,7,0
English,Tilley,6,0
English,Tilson,6,0
English,Tilston,7,0
English,Timmins,7,0
English,Timms,5,0
English,Timney,6,0
English,Timson,6,0
English,Tindall,7,0
English,Tindell,7,0
English,Tinker,6,0
English,Tinkler,7,0
English,Tinsley,7,0
English,Tipping,7,0
English,Tippins,7,0
English,Tips,4,0
English,Tisdall,7,0
English,Titmus,6,0
English,Titmuss,7,0
English,Toal,4,0
English,Tobin,5,0
English,Tocher,6,0
English,Todd,4,0
English,Tohill,6,0
English,Toland,6,0
English,Tolley,6,0
English,Tollis,6,0
English,Tolmay,6,0
English,Tomas,5,0
English,Tombs,5,0
English,Tomes,5,0
English,Tomkins,7,0
English,Tomlin,6,0
English,Tompkin,7,0
English,Toms,4,0
English,Tong,4,0
English,Tonge,5,0
English,Tonks,5,0
English,Tonner,6,0
English,Toomer,6,0
English,Toomey,6,0
English,Topham,6,0
English,Topley,6,0
English,Topliss,7,0
English,Topp,4,0
English,Torney,6,0
English,Torrens,7,0
English,Torres,6,0
English,Tosh,4,0
English,Totten,6,0
English,Toucet,6,0
English,Tovar,5,0
English,Tovey,5,0
English,Towell,6,0
English,Towers,6,0
English,Towle,5,0
English,Townend,7,0
English,Towns,5,0
English,Tozer,5,0
English,Train,5,0
English,Trainor,7,0
English,Travers,7,0
English,Travill,7,0
English,Travis,6,0
English,Traynor,7,0
English,Treble,6,0
English,Trent,5,0
English,Trevor,6,0
English,Trew,4,0
English,Trigg,5,0
English,Trimble,7,0
English,Trinder,7,0
English,Troon,5,0
English,Trotman,7,0
English,Trott,5,0
English,Trueman,7,0
English,Truman,6,0
English,Trump,5,0
English,Tuck,4,0
English,Tucker,6,0
